sample_id,reference,hypothesis,wer,cer,n_words
train-00004-of-00048_000957,ата әжемдер,ata jimdia,1.0,0.9090909090909091,2
train-00004-of-00048_000958,мама папа девай таңдаймын,مما بابدعتمي,1.0,0.96,4
train-00004-of-00048_000959,аоо,ع,1.0,1.0,1
train-00004-of-00048_000960,япык,不ك,1.0,1.0,1
train-00004-of-00048_000961,иә иә келіп бір жылдың қызығын болды,ك psнgz,1.0,0.9444444444444444,7
train-00004-of-00048_000962,қалайсың ба қай жағынан,ksm h家们,1.0,0.9565217391304348,4
train-00004-of-00048_000963,тамап,طماف,1.0,1.0,1
train-00004-of-00048_000964,апам сияқты болып қабылдап қалған ба,адабір си яағамол әапам сияқты олып қабылдап қалғаныба,1.1666666666666667,0.5833333333333334,6
train-00004-of-00048_000965,я бароны,iya barundoi,1.0,1.375,2
train-00004-of-00048_000966,эй осы төлескенде,ea filoskini,1.0,0.9411764705882353,3
train-00004-of-00048_000967,соның мамалары сияқты онда,mamaлar سiяقtımt,1.0,0.8846153846153846,4
train-00004-of-00048_000968,иә,,1.0,1.0,1
train-00004-of-00048_000969,ұмытпақ,,1.0,1.0,1
train-00004-of-00048_000970,мен ерке де өзімді айтпас едім,min jirkidi wis bakpas,1.0,0.9,6
train-00004-of-00048_000971,ата әжеме енді мал бабаға еркеледі ме әрине,ата жеме енді малбабаға еркеледі м әрине,0.5,0.06976744186046512,8
train-00004-of-00048_000972,иә,嗯,1.0,1.0,1
train-00004-of-00048_000973,ешкім еркелемеймін,ешкімге еркелемен,1.0,0.2777777777777778,2
train-00004-of-00048_000974,мен даже қазір енді әке шешем вообще еркелемеймін,mindas kazurend akishimmapshi yirkilimi,1.0,0.9387755102040817,8
train-00004-of-00048_000975,адамға еркелеген ғой еркелегім қалып кеткен,адамға ергелемен бо ергелегім қап бөткен,0.8333333333333334,0.20930232558139536,6
train-00004-of-00048_000976,тем более енді өзім әке шеше емес енді ата әжеммен болдым ғой,темболи енді өзім әкешем емес енді ата жемен болдым ғо,0.5,0.14754098360655737,12
train-00004-of-00048_000977,ата ежем ерекелететін кәдімгідей ол екеуі бар кезде мен өте ерке болатынмын,атажым еркерететін кадімгідей ол екеуі бар кезде мен өте ерке болатынмын,0.3333333333333333,0.08,12
train-00004-of-00048_000978,а ол екеуі өмірден өткеннен кейін еркек солаймен кетті ғой,ал ол екеуі өмірден өткеннен кейін еркелік солғаймен кеткі,0.5,0.15517241379310345,10
train-00004-of-00048_000979,қай жағынан айт басыңнан,ハじゃがないバスな,1.0,1.0,4
train-00004-of-00048_000980,алла жасайтын,бұла жасайтын,0.5,0.15384615384615385,2
train-00004-of-00048_000981,құнның күйін а,omufina,1.0,1.0,3
train-00004-of-00048_000982,сол атама тартып кеткен сияқтымын сол кісілердің тәрбиесі ғой,со атама тартып кеткен сияқтымн сол кісілердің тәрбиесі о,0.3333333333333333,0.06557377049180328,9
train-00004-of-00048_000983,мүм,উম,1.0,1.0,1
train-00004-of-00048_000984,өмір бір ақ рет береді қалай өмір сүргің келеді солай өмір сүруің келеді мына өмірден өкініп өтпей ешқашан деп сөйтіп айтып кеткен ғой,өмір бірақ ретпеледі қалалай өмір сүруін керек солай өмір сүруін керек мұны өмірден өкін өтпей ешқашан депсп айтып кеткен ғо,0.6086956521739131,0.1865671641791045,23
train-00004-of-00048_000985,содан қалып қойған,소당 가걸간,1.0,0.9444444444444444,3
train-00004-of-00048_000986,әке шешем бірдеңе айтыватса да ананы істемей ақ өйтпей ақ қойса тыңдамаймын мен өзім істей біліп тұрмын істеп кете беремін,әкешшен бірдең айтып атса да анан істемей ақы етпе ақыды тыңдамайм мен өзім істе беліп тұрма ісеп кете берем,0.75,0.21311475409836064,20
train-00004-of-00048_000987,бұны еркелік деп айтпас едім,бұны еркелік деп айтпас едім,0.0,0.0,5
train-00004-of-00048_000988,қызықты,سني سكن,2.0,1.0,1
train-00004-of-00048_000989,жырсықтық деп айтар едім,فسtي ويتarيد,1.0,0.9583333333333334,4
train-00004-of-00048_000990,өзінің айтқанынан айтпайтын қырсықтық ол еркекке жатпайды ғой ол,өзінң айтқанынан айтпайтын қырсықтыкол еркелікке жатпай ғой,0.6666666666666666,0.15625,9
train-00004-of-00048_000991,оларың ба,лرы,1.0,0.7777777777777778,2
train-00004-of-00048_000992,иә бәрібір де бар,إيا بعرب ارتبار,1.0,0.9411764705882353,4
train-00004-of-00048_000993,кемпір шалдың қызы деп өздері де айтады,кемпір шалдың ғызы деп өздеріде айтады,0.42857142857142855,0.05128205128205128,7
train-00004-of-00048_000994,бізді тыңдамайды бұның тәрбиесінің барлығын кемпір шал айналыста кемпір шалдың қызы деп енді басқа балаларына қарағанда бөлектейді ол нәрсені мен ол саған жағым,бізді тыңдамай ы тәрбиесінің барлығына кемпіршал айналысты кемпіршалдың қызы деп енді басқа балаларына қарағанда бөлеккей ол нәрсені менол саған жағы,0.5217391304347826,0.09375,23
train-00004-of-00048_000995,иә не былай не былай емес нормально қабылдаймын мен оны,я не былай не былай емес нормальны қабылдайм мен,0.4,0.16363636363636364,10
train-00004-of-00048_000996,енді анам да өзі қазір енді өзімнің де балам бар өзімде тұрмыс құрдым ғой енді,енді анамда өзі қазір енді өзімде балам бар өзімде тұрмыс құрдым ғой енді,0.26666666666666666,0.0641025641025641,15
train-00004-of-00048_000997,бұрын тұрмыста болғанмын ғой,бұрын тұрмыста болғанмын ғо,0.25,0.03571428571428571,4
train-00004-of-00048_000998,түсінемін де анамда жас болды өзі,түсінемді анамда жас болт өзі,0.5,0.18181818181818182,6
train-00004-of-00048_000999,енді бірінші баласын қарайласа мен оны андай қылып қабылдамаймын да мені кемпір шалға ысырып тастады мені балалардан бөлектейді деп қабылдамаймын,ені бірінші баласын қарайғыласта менон андай алып қабылдамаймы да мені кемпіршалға ысырыттастады мені балалардан бөлектейді деп қабылдамаймн,0.55,0.0896551724137931,20
train-00004-of-00048_001000,жоқ әрине,sakaline,1.0,1.0,2
train-00004-of-00048_001001,и қисынын жаза қойған,e psını dazalıom,1.0,0.9047619047619048,4
train-00004-of-00048_001002,сондай кезде,真的一子,1.0,1.0,2
train-00004-of-00048_001003,оған ешкім кінәлі,وغان ىشىم كنәلىم,1.0,0.8823529411764706,3
train-00004-of-00048_001004,э,ي,1.0,1.0,1
train-00004-of-00048_001005,ол кезде мен жұтты болғанмын,ugizimin yaktubaгomin,1.0,0.9642857142857143,5
train-00004-of-00048_001006,тиіп кетті ме сол содан кейін уже қатты болып кеттім мен,тиккетті ма со содан кен оже қаты окетті мен,0.8181818181818182,0.26785714285714285,11
train-00004-of-00048_001007,бұрын негізі адамдардың көңіліне қарап тұратынмын,бұрын негізгі адамдардың көңіліне қарап тұратынмын,0.16666666666666666,0.02040816326530612,6
train-00004-of-00048_001008,аха,هه,1.0,1.0,1
train-00004-of-00048_001009,көңілін ойлап тұратынмын,көңілн олaп tұraтыmын,1.0,0.3333333333333333,3
train-00004-of-00048_001010,ал қазір бұл маған бәрібір тисе терекке тимесе бұтаққа деп жүре беретін болғанмын да,ал қазір бұл маған бәрі тесетерекке тимесе бұтаққа деп жүре беретін болғанмында,0.35714285714285715,0.07142857142857142,14
train-00004-of-00048_001011,ал бұрын кәдімгідей адамдардың көңілін бірінші қоятынмын,ал бұрын кәдімгідей адамдардың көңілін бірінші қоятынмын,0.0,0.0,7
train-00004-of-00048_001012,қатты ойлайтынмын,қаتы ويلايتіم,1.0,0.7647058823529411,2
train-00004-of-00048_001013,ал қазір содан кейін өзімді бірінші қойып кеттім ғой сол еркеліктің бәрі қалғаннан кейін,ал қазір содан кейін өзімді бірінші ойып кеттім ғо сол еркеліктің бәрі қалғандан кейін,0.21428571428571427,0.03409090909090909,14
train-00004-of-00048_001014,сонымен кетті ғой тас жүрек болып кеттің бе,소행기또 다수리꼭부든말,1.0,0.9767441860465116,8
train-00004-of-00048_001015,жүкті кезінде қатты әсер етеді әсер етті сол ата әжемнің өмірде өткен,жөту кезінде қатты сеәсерет сол ата жеммама бірден өткен,0.5833333333333334,0.3333333333333333,12
train-00004-of-00048_001016,әрине психологиялық тұрғыда бәрібір де сондай,әрине психололо тұруда бәрібірде сондай,0.6666666666666666,0.17777777777777778,6
train-00004-of-00048_001017,қорғаныс,قورغانس,1.0,1.0,1
train-00004-of-00048_001018,табиғатына жат болғанмен солай жеңіл өмір сүреді кез,табиғатына жат болғанымен солай жеңіл өмір сүреді кесі,0.25,0.057692307692307696,8
train-00004-of-00048_001019,жүрегіңе енді ешкімді кіргізбейсің ғой,жүрегіненді ешкімді кіргізбейтсің ғо,0.8,0.13157894736842105,5
train-00004-of-00048_001020,жеңіл өмір сүресің қандай жағдай орын алса да,жеңіл өмір сүресің қандай жағдай орын алса да,0.0,0.0,8
train-00004-of-00048_001021,депрессияға кіріп өзіңді жоғалтып алу деген болмайды,депрессияға кіріп өзіңді жоғалтып алу деген болмайт,0.14285714285714285,0.038461538461538464,7
train-00004-of-00048_001022,ол жағынан үлкен плюс ал екінші жағынан әйел болғасын жерде бәрібір нәзік жанды болу керек қой,ол жағынан үлкен плюс ал екінші жағынан әйел болғасын жерде бәрібір нәзік жанды ол керек қо,0.125,0.031914893617021274,16
train-00004-of-00048_001023,бұл ютуб,,1.0,1.0,2
train-00004-of-00048_001024,иә ол енді әйелдің жаратылысы ғой,ya i aejaratosiko,1.0,0.9393939393939394,6
train-00004-of-00048_001025,бірақ мен сол әйелдің жаратылысын ысырып тастадым да тасжүректік дұрыс екен дедім,бірақ мен сол әйелдің жаратылысын ысырып тастадым да тас жүректіп дұрыс екен дедім,0.16666666666666666,0.024691358024691357,12
train-00004-of-00048_001026,тас жүректікті әбден қостым жүрегімнен ешкімді кіргізбеймін де,тас жүректікті әбден қостып жүрегіме ешкімді кіргездейнінда,0.5,0.12903225806451613,8
train-00004-of-00048_001027,жиырма сегізде сұрамай айта берейін,سل,1.0,1.0,5
train-00004-of-00048_001028,ржанчо,reranjo,1.0,1.1666666666666667,1
train-00004-of-00048_001029,қалай бір солай қабылдаймын,қалай бұрс ғой қабылдайм,0.75,0.25925925925925924,4
train-00004-of-00048_001030,ондай қиялдығым жоқ мен,onday қiyalдığımzme,1.0,0.9130434782608695,4
train-00004-of-00048_001031,өмірім қалай болып жатыр қалай бар солай қабылдаймын болды,өмірім қалай болып жатыр қалай бар солай қабылдайым бол,0.2222222222222222,0.06896551724137931,9
train-00004-of-00048_001032,ол нәрсе қатты мен бермеймін,nasi kat manbirmini,1.0,0.9285714285714286,5
train-00004-of-00048_001033,жұмыс істеп жүргізіп отыр,,1.0,1.0,4
train-00004-of-00048_001034,өзіндік қалыптастырып қалды,өзімді қалыптастап бол,1.0,0.3333333333333333,3
train-00004-of-00048_001035,бірақ енді жетпіс сексен пайызда көбісі ажырасып кетіватыр,бірақ енді жетпіс сексен пайызда көбісі ажырасып кеті атыр,0.25,0.017241379310344827,8
train-00004-of-00048_001036,қазір өзің білесің ғой айналада ажырасу слишком көп,қазір өзің білесіңғой айналада ажырасу сілшкім көп,0.375,0.0784313725490196,8
train-00004-of-00048_001037,қайсысынан сұрасаң да ажырасқан,қайсынан сұрасаң да ажырасқан,0.25,0.06451612903225806,4
train-00004-of-00048_001038,соның барлығы ерте тұрмыс құрғанның кесірінен сияқты қазір енді,соның барлығы ерте тұрмыс құрғаны кесірінен сияқты қазір енді,0.1111111111111111,0.031746031746031744,9
train-00004-of-00048_001039,заман басқау ғой сол заман талабына сай кішкене,заман басқау ғо сол заман талабына сай кішкене,0.125,0.02127659574468085,8
train-00004-of-00048_001040,өзіңді дамытып өзіңнің жағдайыңды жасап,өзіңді дамытып өзіңнің жағдайыңды жасап,0.0,0.0,5
train-00004-of-00048_001041,оссознаны тұрмысқа шығу керек те,а созыныны тұрмысқа шығу керекті,0.8,0.1875,5
train-00004-of-00048_001042,менің,嗯,1.0,1.0,1
train-00004-of-00048_001043,андай ойбай тек бәрі үйленіватыр жаңағыдай мен де үйлене саламын немесе бәрі тұрмыс құрыватыр мен де тұрмыс құра саламын деп шықпау керек,андай ойбай тек бәрі үйленіп атыр жаңадай менде үйлене саламы немесе бәрі тұрмыс құрып атыр мен де тұрмыс құра саламы деп шықпау керек,0.36363636363636365,0.06569343065693431,22
train-00004-of-00048_001044,өзіңнің адамың ол адами тұрғыдан саған сәйкес келеді ме екеуіңнің мінездерің сен ол адамды жақсы көресің бе әрі қарай өмір сүре аласың ба ол адам натурасы сен натурамен келеді ме соның барлығын біліп барып тұрмыс құрған дұрыс қазір,өзіңнің адамың ол адами тұрғыдан саған сәйкес келе ма екеуіңнің мінездерің сен ол адамды жақсы көресің ба әр қарай өмір сүре аласың ба ол адамы натурасы сен натураңмен келе ма соның барлығын біліп барып тұрмыс құрған дұрыс қазір,0.21052631578947367,0.04329004329004329,38
train-00004-of-00048_001045,ал бұрынғыда бұрынғыда,ал бұрынғы да бұрынғыда,0.6666666666666666,0.045454545454545456,3
train-00004-of-00048_001046,а,啊,1.0,1.0,1
train-00004-of-00048_001047,кімге күйеуге шықтың бітті,금기 기육의 쉽든 때,1.0,0.8846153846153846,4
train-00004-of-00048_001048,өлгенше сол үйде боласың деп сондай менталитет қалыптасқан ғой,өлгенше сол үйде боласын деп сондай менталитет қалыптасқан ғо,0.2222222222222222,0.03225806451612903,9
train-00004-of-00048_001049,ал қазіргі кезде ондай менталитет жоқ,ал қазіргі кезде ондай менталитет жоқ,0.0,0.0,6
train-00004-of-00048_001050,енді спорный вопрос мына жерде,это спорный вопрос на черте,0.6,0.26666666666666666,5
train-00004-of-00048_001051,бірақ енді бәрібір де,بіرaқ enدі بәرі بіrدі,1.0,0.6666666666666666,4
train-00004-of-00048_001052,енді бұрын мысалға сөздің ашығын айтайық,енді бұрын мысалға сөзінң ашығын айта яқ,0.5,0.1,6
train-00004-of-00048_001053,күйеулері налево направо кетіп қалса да,күйюлерін олево направа кетіп қалса да,0.5,0.15384615384615385,6
train-00004-of-00048_001054,әйелдері үндемей отыра берген ғо,әйелдер үндеме отыра берген ғо,0.4,0.0625,5
train-00004-of-00048_001055,ұят болады жұрттан ұят болады ертең ажырасып кетсем,ятпылат жұрттан ятпылат ертең ажырасып кетсем,0.5,0.23529411764705882,8
train-00004-of-00048_001056,а мен не деп айтады өсекке қаламын әке шешем жамандықты қаламын өйтемін бүйтемін деп бәрін ойлап кетеді ғой жертва болады да өзінің соңғы орынға қояды,мен не деп айтады өсекке қалам әкешем жамалаттығам үйтем бүйтемді бәрін ойлап кетеді ғо жертба болады та өзім соңғы орынға қояды,0.52,0.20666666666666667,25
train-00004-of-00048_001057,а енді адамға өмір бір ақ рет берілгесін,а енді адамға өмір бірақ лек берілгесін,0.375,0.075,8
train-00004-of-00048_001058,жұрттың көңілі үшін ананың сөзі мынаның сөзі демей өзіңнің қалауыңмен өмір сүрген дұрыс сияқты,жұрттың көңілі үшін ананың сөзі мынаның сөзі демей өзінің қалауыңін өмір сүрген дұрыс сиқы,0.21428571428571427,0.05319148936170213,14
train-00004-of-00048_001059,мен үшін иә өмір бір ақ өйтпесең 9 өмірің жоқ қой бітті ғой,келеншін ә өмір бірақ өтпеді сен тоғыз өмірім жоқ қо бітті ғо,0.7692307692307693,0.3220338983050847,13
train-00004-of-00048_001060,тегі әр,tik at,1.0,0.8571428571428571,2
train-00004-of-00048_001061,енді менің әлемде ондай жағдай болған,لd nd جdbln,1.0,0.9459459459459459,6
train-00004-of-00048_001062,бірақ шүкір әйтеуір ол жақсы таңдау жасады ғой иә менің әкем вообще андай ішімдікке неге жоқ жаман прогресске вообще жоқ,бірақ шікір айтеер ол жақсы таңдау жасады ғо мен әке вапишиандай ішімдікке негез жоқ жаман піргеі вапиши жоқ,0.55,0.25,20
train-00004-of-00048_001063,ол да анандай мүмкінбейтін шығар енді ерте шыққанына,лдаа бет шығар енді ерте шыққан,0.625,0.40384615384615385,8
train-00004-of-00048_001064,әрине енді айтып отырмын ол кезде менталитет сондай болды,әрине енді айтып отырма ол кезде менталитет сондай болды,0.1111111111111111,0.03508771929824561,9
train-00004-of-00048_001065,болды қалай бар не болса да жаңағы андай сөз бар ғой әке шешелер бұрыннан андай болған ғой қызын беретін кезде еті сендердікі сүйегі біздікі деп айтып кететін болған ғой,болды қалай бар не болса да жаңа андай сөз бар ғо әкесшілер бұрынандай болған ғо қызым беретін кезде еті сендердікі сүйегі біздікі деп айтып кететін боено,0.3448275862068966,0.11242603550295859,29
train-00004-of-00048_001066,сол сияқты олар сондай ортада өсіп қалғасын сондай тәрбиемен сондай менталитетпен өсіп қалғасын олар солай қабылдап не жағдай болса да бір бірінен ажырасқан жоқ ажыраған жоқ,сол сияқты олар сондай ортада өсіп қалғасын сондай тәрбиемен сондай менталитетпе өсіп қалғасын олар солай қабылдап не жағдай болса да бір бірінен ажырасқан о ажыраған жоқ,0.07692307692307693,0.017341040462427744,26
train-00004-of-00048_001067,а қазіргі кезде қиындықтар заттар болыватса мысалы адам ұнамай бастаса адам бір қателік жасаса сен өзің қаламасаң мен өзім сондай адаммын енді мен бұрынғы заманда болсам да да сондай болатын шығармын деп ойлаймын,а қазіргі кезде қиындықтар заттар болып атса мысалы адам ұнамай бастаса адам бір қателік жасаса сең өзін қаламаса мен өзім сондай адаммын енді мен бұрынғы заманда болсам да да сондай болатын шығармын деп ойлайм,0.18181818181818182,0.0330188679245283,33
train-00004-of-00048_001068,иә қырсықтық мінез ғой сол мен өзім қалаумен өмір сүріп қалғанда енді ол әркімнің өзінің таңдауы ғой өзі біледі ғой,қырсықтық мінез ғо сол мен өзім қалау мен өмір сіп қалғанд ендо әркімнің өзіні таңдау ғо өзі біледі ғо,0.6,0.13043478260869565,20
train-00004-of-00048_001069,бұрыс деп айта алмайды иә ерте шық кеш шық демейді ғой но мен өзім енді қазір енді басыма титып қалды енді бір емес енді екі рет басым тасқа барып соқтым ғой былай,ешдұрысадеп айта алмайды ерте шық кеш шық теймейді ғо мынау мен өзім енді қазір енді басыма тиду қаде бір емес енді екі рет басым тасқа барып соқтым ғо былай,0.3125,0.147239263803681,32
train-00004-of-00048_001070,сол себепті қыздарға айтарым кішкене ойланып дұрыстап саралап,сол себепті қыздарға айтарым кішкене ойланып дұрыстап саралап,0.0,0.0,8
train-00004-of-00048_001071,7 рет өлшеп бір рет кес дейді ғой,xit retuulsepret tistito,1.0,0.9393939393939394,8
train-00004-of-00048_001072,солай шыққан дұрыс сияқты өз өзіңді дамытып өзіңнің жағдайыңды жасап страховка дейміз ғой,солай шыққандұр сияқты өз өзіңді дамытып өзіңнің жағдайыңды жасап строховка дейміз ғо,0.3076923076923077,0.056179775280898875,13
train-00004-of-00048_001073,қазір көбісі той жасаватыр қыздар,قازر كوب صوج صودر وقزر,1.0,0.8787878787878788,5
train-00004-of-00048_001074,жас баламын,جасبولما,1.0,0.8181818181818182,2
train-00004-of-00048_001075,эмоциямен шығып кеттің иә массың деген сияқты ол кезде,жэмоциямен шығып кеттің емассыңдеенол кезде,0.6666666666666666,0.25925925925925924,9
train-00004-of-00048_001076,жиырма адамын жиырма бір жасымда күйеуге шықтым ғой,жиырма адамын жиырма бір жасымда кейі шықтым ғо,0.25,0.11764705882352941,8
train-00004-of-00048_001077,иә,那呀,1.0,1.0,1
train-00004-of-00048_001078,бақытты болашаққа деген сенім,бақытты болашаққа деген сені,0.25,0.034482758620689655,4
train-00004-of-00048_001079,алты айдың ішінде ғой мен негізі жүкті кезімде кетіп қалғанмын жүкті кезімде бірінші,алты айдың ішінде ғо мен негізі жүктік езімді кетіп қалғам жүктікезімде бірінші,0.46153846153846156,0.09523809523809523,13
train-00004-of-00048_001080,бірінші затым болды ғой жаңағыдай,бірінші затым болдығо жаңалықдай,0.6,0.12121212121212122,5
train-00004-of-00048_001081,развод деп айтсақ болады,razbutte wisakpat,1.0,0.9583333333333334,4
train-00004-of-00048_001082,өйткені бала кішкене,өйткені бала кішке,0.3333333333333333,0.1,3
train-00004-of-00048_001083,бірақ ол жерде ешкім кінәлі емес тікелей күюімен байланысты барлығы да,бірақ ол жерде ешкім кінәл емес тікелей күйеуіммен байланысты барлығы да,0.18181818181818182,0.07142857142857142,11
train-00004-of-00048_001084,ешқандай үшінші адам төртінші адам қатысы жоқ екеуміздің ажырасуымызға келісімізге да,ешқандай үшінші адам төртінші адам қатысы жоқ үйкеуміздің азырасуымызға керісімізге да,0.2727272727272727,0.047058823529411764,11
train-00004-of-00048_001085,екеулеріміздің арамызда ғана болды да,екеулеріміздің арамызда ғана болпты,0.4,0.13513513513513514,5
train-00004-of-00048_001086,сөйтіп кетіп қалғаннан кейін қайтадан тіл табыстық бірақ андай екен баяғы жартас бір жартас дейді ғой,жетіп кетіп қалғаннан кейін қайтадан тіл табыстық бірақ андай кен баяқ жартасып бір жартасы дейді ғо,0.375,0.09900990099009901,16
train-00004-of-00048_001087,сол қате болды да сол кезде кері барғанын,сол қате болыпта сол кезде кері барғаным,0.375,0.0975609756097561,8
train-00004-of-00048_001088,одан босандым сол жақта болдым,адан босандым сол жақта болдым,0.2,0.03333333333333333,5
train-00004-of-00048_001089,қызым қырқынан шыққаннан кейін қырық бесінші күні,қызым қырықтан чыққанданкен қырық бесінші күні,0.42857142857142855,0.16326530612244897,7
train-00004-of-00048_001090,әлі есімде қырық бесінші күні,علسمديبس نشكنا,1.0,0.9655172413793104,5
train-00004-of-00048_001091,ажырасып кеттім ғой үзілді кесілді болды дедім,azrasketuma zuldigistita bulode,1.0,0.9565217391304348,7
train-00004-of-00048_001092,енді оны аудиторияның барлығы біледі,енді оны аудиторияны барлығы білет,0.4,0.08333333333333333,5
train-00004-of-00048_001093,кезінде енді қол жұмса да,кезінде енді қол жұмысады,0.4,0.12,5
train-00004-of-00048_001094,бірінші жолдасым,бірінші жолдасым,0.0,0.0,2
train-00004-of-00048_001095,сол қол жұмсағанның кесірінен,со қол жұмсағанның кесірінен,0.25,0.034482758620689655,4
train-00004-of-00048_001096,енді мен ешқашан маған қол көтермеген ешкім,ел мен ешқашан маған қол көтермеген ешкім,0.14285714285714285,0.06976744186046512,7
train-00004-of-00048_001097,отбасыда әкелері мысалы қыздарын ұрып жатады ғой енді ол өтірік нәрсе емес қой,отбасыты әкелері мысал қыздарын ұрын жатады ғо ол өтірік нәрсеміз қо,0.6153846153846154,0.19230769230769232,13
train-00004-of-00048_001098,бірақ менің әкем ешқашан қол көтермеген менде мынандай болды,бірак мен аким ечкачан кол көтермеген мендем андай ол,0.8888888888888888,0.25,9
train-00004-of-00048_001099,міне әкем маған қол көтермегенде ол кім маған қол көтеретін,мені әкем маған қол көтермегенде ол кім маған қол көтеретін,0.1,0.03389830508474576,10
train-00004-of-00048_001100,және әкем де қатты ренжіп қалды менің бірінші жолдасыма бірақ қазір енді бала үшін арамыз жақсы бірінші жолдасыммен әлі де араласамыз дос болып жаңағыдай,және әкемде қатты риыншып қалд менің бірінші жолдасыма бірақ қазір енді бала үшін арамыз жақсы бірінші жолдасыммен әліде араласамыз дос болып жаңадай,0.2916666666666667,0.058823529411764705,24
train-00004-of-00048_001101,мен басынан қарсы болған жоқпын иә екеумізде конфликт болса да екеуміз енді жаңағыдай осындай айқай үлкен шу даумен ажырастық қой,мен басынан қарсы болған жоқпын ия үйкеумізде конфликт болса да үйкеуміз енді жаңағыдай осындай айқай үлкен шуы даумен ажырастық қо,0.25,0.05426356589147287,20
train-00004-of-00048_001102,сондай болса да,сондай болса да,0.0,0.0,3
train-00004-of-00048_001103,мен айттым мен бала үшін шешім қабылдай алмаймын дедім де,мен айттым мен бала үшін шешім қабылдай алмайм дедім да,0.2,0.05263157894736842,10
train-00004-of-00048_001104,екеуміз керістік пе оған баланың ешқандай да қатысы болмауы қажет,екеуіміз керістік па оған баланың ешқандайда қатысы болмауы қажет,0.4,0.046153846153846156,10
train-00004-of-00048_001105,баламды көремін араласамын десең мен ешқашан қарсы болмаймын,балаңды көремін араласамын десең мен ешқашан қарсы болмаймын,0.125,0.016666666666666666,8
train-00004-of-00048_001106,сен маған не істесең де қандай сөз айтсаң да қандай әрекет жасасаң да,сен маған не істесеңде қандай сөз айтсаң да қандай әрекет жасасаң да,0.15384615384615385,0.014492753623188406,13
train-00004-of-00048_001107,ол балаңа ешқандай да қатысы жоқ балаңды көре бер деймін қызына келіп тұрады араласамыз әлі күнге,ол балаңа ешқандайда қатыс жоқ балаңды көре бердем қызына келіп тұрады араласаңыз әлі күнгеде,0.4375,0.09278350515463918,16
train-00004-of-00048_001108,кетабыс,你就,1.0,1.0,1
train-00004-of-00048_001109,достық қарым қатынас мен ешқашан қызыма әкесін жамандамаймын,достық қарым қатнасы мен ешқашан қызыма әкесін жамандамайм,0.25,0.06666666666666667,8
train-00004-of-00048_001110,иә әрине ол сосын ертеңгі еркектерге жеккөріністік сезіммен өтеді де қыз баласы,әрине сосын эртеңге эркектерге жек көрініштік сезіммене сетта кызығ аласың,0.8333333333333334,0.3037974683544304,12
train-00004-of-00048_001111,қу,,1.0,1.0,1
train-00004-of-00048_001112,бұрды,رده,1.0,1.0,1
train-00004-of-00048_001113,бір жерде тағы бар ғой,lde taغbalba,1.0,0.9545454545454546,5
train-00004-of-00048_001114,енді бәрібір де таңдап тұрған саламыз блогерлік болғасын,енді бәрі бірде таңдап тұрған саламыз бұлогелік болғасын,0.375,0.07142857142857142,8
train-00004-of-00048_001115,сен айтсаң да айтпасаң да ол ақпарат сыртқа бәрібір де шығып кетеді,сен айтсаң да айтпасаң да ол ақпарат сыртқа бәрібірде шығып кетеді,0.16666666666666666,0.014925373134328358,12
train-00004-of-00048_001116,одан да өзің айта салған дұрыс сияқты,одан да өзің айта салған дұрыс сияқ,0.14285714285714285,0.05405405405405406,7
train-00004-of-00048_001117,сол үшін мен өзім айта салдым сол нәрсенің барлығын қандай дау болғаны да бірақ ертеңгі күні қызыммен отырып жеке сөйлесеміз,сол үшін мен өзім айта салдым сол нәрсенің барлығын қандай дау болғаны да бірақ ертеңгі күні қызыммен отырып жеке сөйлесеміз,0.0,0.0,20
train-00004-of-00048_001118,ол сөйлесе алатындай уже жасқа келген кезде түсіндіріп айтамыз,ол сөйлесе алатындай ож жасқа келген кезде түсіндіріп айтамыз,0.1111111111111111,0.03225806451612903,9
train-00004-of-00048_001119,бәрібір де ашумен біраз нәрселер айтылып қойылады,бәрі бірде ашумен біраз нәрселер айтылып қойылады,0.2857142857142857,0.04081632653061224,7
train-00004-of-00048_001120,ол уже қаншама уақыт өтіп кетті,ол өжі қаншама уақыт өтіп кетті,0.16666666666666666,0.06451612903225806,6
train-00004-of-00048_001121,маған жаңағыдай сол кезде жамандық жасағанмен сен үшін ол жақсы болып қалу қажет,маған жаңағыдай сол кезде жамандық жасағанмен сен үшін ол жақсы болып қалу қажет,0.0,0.0,13
train-00004-of-00048_001122,жаңағы енді ол бірінші жолдасыммен арадағы болған мәселе саған әсер етпеу керек ол әкелік қызметін атқарып жатыр сен әке есебінде қара менің көзіммен мен мысалы енді күйеуім есебінде қарадым ғой менің көзіммен ондай айтар едім иә тек әке ретінде қабылда деп менің қызым түсінеді деп ойлаймын мен негізі ашық сөйлесемін өзім қызыммен,жаңағы енді ол бірінші жолдасыммен арадағы болған мәселе саған әсер етпеу керек ол әкелі қызметін атқарып жатыр сен әке есебінде қара менің көзіммен мен мысал енді күйюім есебінде қарадым ғо менің көзіммен ондай йтар дім дек әке ретінде қабылдадымен қызым түсінеді деп ойлайм мен неміді ашықсөйлесем өзім қызыммен,0.28846153846153844,0.07228915662650602,52
train-00004-of-00048_001123,иә болды сен екінші жолдасыңда өйтіп тұрсың ғой да иә екінші жолдасында,ия болдым сен екінші жолдасымда итіп тұрсың ғо да екінші жолдасыд,0.5833333333333334,0.15492957746478872,12
train-00004-of-00048_001124,бала бар иә,تس,1.0,1.0,3
